Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation
22	Spectrogram 1	1	15103.3004064679	15103.4840503608	630.806231038874	2415.84519121323	687_15100_4
23	Spectrogram 1	1	15103.8140548963	15103.9735107989	779.55947772007	2432.37332973336	687_15100_5
24	Spectrogram 1	1	15104.3316005927	15104.6163995019	680.390646599272	2415.84519121323	687_15100_6
25	Spectrogram 1	1	15104.8497611775	15105.202374228	515.109261397944	2498.48588381389	687_15100_7
26	Spectrogram 1	1	15105.3822644769	15105.6914052547	663.862508079139	2200.9793904515	687_15105_1
27	Spectrogram 1	1	15105.9257942108	15106.0246170337	680.390646599272	2300.14822157229	687_15105_2
28	Spectrogram 1	1	15106.2930485019	15106.4658253105	581.221815478475	2498.48588381389	687_15105_3
29	Spectrogram 1	1	15106.8252063133	15106.9042537764	746.503200679804	2184.45125193136	687_15105_4
30	Spectrogram 1	1	15107.2320791984	15107.3804655232	564.693676958342	2217.50752897163	687_15105_5
31	Spectrogram 1	1	15107.6912009538	15107.8086123855	713.446923639538	2349.73263713269	687_15105_6
32	Spectrogram 1	1	15108.1410819442	15108.3589901327	713.446923639538	2316.67636009243	687_15105_7
33	Spectrogram 1	1	15108.5153087711	15108.7635881927	763.031339199937	2564.59843789442	687_15105_8
34	Spectrogram 1	1	15109.0414562169	15109.3102738507	564.693676958342	2234.03566749176	687_15105_9
35	Spectrogram 1	1	15109.5787456689	15109.8217705309	696.918785119405	2267.09194453203	687_15105_10
36	Spectrogram 1	1	15110.1573191401	15110.4457234623	597.749953998608	2250.5638060119	687_15110_1
37	Spectrogram 1	1	15110.7616568559	15111.0847561239	663.862508079139	2250.5638060119	687_15110_2
38	Spectrogram 1	1	15111.2941442425	15111.5358130268	746.503200679804	2349.73263713269	687_15110_3
39	Spectrogram 1	1	15111.8498852494	15112.2327582888	630.806231038874	2267.09194453203	687_15110_4
40	Spectrogram 1	1	15112.4847470957	15112.7096754451	779.55947772007	2283.62008305216	687_15110_5
41	Spectrogram 1	1	15112.9819708532	15113.3288772597	746.503200679804	2184.45125193136	687_15110_6
42	Spectrogram 1	1	15120.975955927	15121.1822986539	399.412291757013	2316.67636009243	687_15120_1
43	Spectrogram 1	1	15121.5034568898	15121.6074892012	647.334369559006	2052.2261437703	687_15120_2
44	Spectrogram 1	1	15122.0128639168	15122.1854239298	581.221815478475	2019.16986673004	687_15120_3
45	Spectrogram 1	1	15122.652037484	15122.8275952352	515.109261397944	2581.12657641455	687_15120_4
46	Spectrogram 1	1	15123.2562982899	15123.5206282286	531.637399918076	2234.03566749176	687_15120_5
47	Spectrogram 1	1	15123.8763952797	15124.0570862985	597.749953998608	2101.8105593307	687_15120_6
48	Spectrogram 1	1	15124.4201978688	15124.6660566871	349.827876196615	2134.86683637097	687_15120_7
49	Spectrogram 1	1	15125.0397729195	15125.295091583	366.356014716747	2151.3949748911	687_15125_1
50	Spectrogram 1	1	15125.6310929236	15125.9346925658	498.58112287781	2118.33869785083	687_15125_2
51	Spectrogram 1	1	15126.2569801855	15126.4910575842	581.221815478475	2101.8105593307	687_15125_3
52	Spectrogram 1	1	15127.0703939434	15127.2999712262	482.052984357678	2151.3949748911	687_15125_4
53	Spectrogram 1	1	15127.4913263494	15127.7073630301	548.165538438209	2085.28242081057	687_15125_5
54	Spectrogram 1	1	15128.2142146728	15128.4415759337	382.88415323688	2366.26077565283	687_15125_6
55	Spectrogram 1	1	15128.9183223503	15129.0216079489	399.412291757013	2234.03566749176	687_15125_7
56	Spectrogram 1	1	15129.4514931671	15129.6527759712	597.749953998608	2283.62008305216	687_15125_8
57	Spectrogram 1	1	15132.1122052916	15132.4228440083	465.524845837545	2134.86683637097	687_15130_1
58	Spectrogram 1	1	15132.7057676727	15132.9954193631	630.806231038874	2068.75428229043	687_15130_2
59	Spectrogram 1	1	16114.9261608056	16115.1429830489	432.468568797279	1936.52917412937	687_16115_1
60	Spectrogram 1	1	16297.3828664667	16297.5540592206	349.827876196615	2481.95774529376	687_16295_1
61	Spectrogram 1	1	16298.4859115756	16298.5375068958	217.602768035552	2432.37332973336	687_16295_2
62	Spectrogram 1	1	16305.6179142618	16305.9716924915	333.299737676482	2035.69800525017	687_16305_1
63	Spectrogram 1	1	16306.9439408756	16307.0757082423	448.996707317412	2515.01402233402	687_16305_2
64	Spectrogram 1	1	16308.1904649278	16308.2809749136	399.412291757013	2217.50752897163	687_16305_3
65	Spectrogram 1	1	16309.3622422593	16309.4324502667	250.659045075817	2564.59843789442	687_16305_4
66	Spectrogram 1	1	16345.5319659526	16345.6900037445	217.602768035552	2151.3949748911	687_16345_1
67	Spectrogram 1	1	16346.6527568675	16346.8302786454	283.715322116083	2267.09194453203	687_16345_2
68	Spectrogram 1	1	16365.1891644859	16365.2821399329	234.130906555684	2101.8105593307	687_16365_1
69	Spectrogram 1	1	16366.2925661684	16366.407538028	184.546490995286	2498.48588381389	687_16365_2
70	Spectrogram 1	1	16457.4287181343	16457.5063255477	366.356014716747	1986.11358968977	687_16455_1
71	Spectrogram 1	1	16458.585319834	16458.6814633229	283.715322116083	2300.14822157229	687_16455_2
72	Spectrogram 1	1	16591.7784873628	16591.9330400984	168.018352475153	2118.33869785083	687_16590_1
73	Spectrogram 1	1	16593.0068001499	16593.1454784735	201.074629515419	2349.73263713269	687_16590_2
74	Spectrogram 1	1	17315.0429240386	17315.6047832831	515.109261397944	2415.84519121323	687_17315_1
75	Spectrogram 1	1	17315.9641686704	17316.5525537353	465.524845837545	2366.26077565283	687_17315_2
76	Spectrogram 1	1	17316.9255628546	17317.4664910664	498.58112287781	2333.20449861256	687_17315_3
77	Spectrogram 1	1	17317.8548801679	17318.4025151859	482.052984357678	2300.14822157229	687_17315_4
78	Spectrogram 1	1	17318.861228792	17319.348232213	448.996707317412	2382.78891417296	687_17315_5
79	Spectrogram 1	1	17323.1445442938	17323.7253661265	415.940430277146	2812.52051569641	687_17320_1
80	Spectrogram 1	1	17565.4250791751	17565.6259972705	630.806231038874	2432.37332973336	687_17565_1
81	Spectrogram 1	1	17565.9680262095	17566.1585621613	614.278092518741	2548.07029937429	687_17565_2
82	Spectrogram 1	1	17566.4701862156	17566.752756292	432.468568797279	2300.14822157229	687_17565_3
83	Spectrogram 1	1	17566.8791171967	17567.0960880351	581.221815478475	2548.07029937429	687_17565_4
84	Spectrogram 1	1	17567.3080108285	17567.3024922403	581.221815478475	2399.31705269309	687_17565_5
85	Spectrogram 1	1	17567.8304323673	17567.9823530979	614.278092518741	2614.18285345482	687_17565_6
86	Spectrogram 1	1	17568.3158430219	17568.444457048	614.278092518741	2564.59843789442	687_17565_7
87	Spectrogram 1	1	17568.7952935589	17568.995135604	647.334369559006	2548.07029937429	687_17565_8
88	Spectrogram 1	1	17569.3248335055	17569.5033628703	647.334369559006	2498.48588381389	687_17565_9
89	Spectrogram 1	1	17569.8233172634	17569.9609988457	680.390646599272	2630.71099197495	687_17570_1
90	Spectrogram 1	1	18156.5168725935	18156.9018256238	581.221815478475	2349.73263713269	687_18155_1
91	Spectrogram 1	1	18356.7729351683	18357.3388375775	548.165538438209	2829.04865421655	687_18355_1
92	Spectrogram 1	1	18368.3272543235	18368.8981477753	548.165538438209	2597.65471493469	687_18365_1
93	Spectrogram 1	1	18369.3163621768	18369.8223797504	482.052984357678	2349.73263713269	687_18365_2
94	Spectrogram 1	1	18377.235864215	18377.7863960735	548.165538438209	2481.95774529376	687_18375_1
