Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation
278	Spectrogram 1	1	3650.51907402509	3650.98054253366	382.88415323688	1225.81921776366	159_3650_1
279	Spectrogram 1	1	3651.64899224361	3651.7705231536	465.524845837545	1936.52917412937	159_3650_2
280	Spectrogram 1	1	3652.48620261749	3652.63372541498	498.58112287781	2002.6417282099	159_3650_3
281	Spectrogram 1	1	3653.3956692251	3653.53907655866	349.827876196615	1853.88848152871	159_3650_4
282	Spectrogram 1	1	3654.30086396789	3654.8570117916	366.356014716747	1341.51618740459	159_3650_5
283	Spectrogram 1	1	3769.46364841462	3769.94009151895	366.356014716747	1457.21315704552	159_3765_1
284	Spectrogram 1	1	3871.08512615053	3871.16542540234	680.390646599272	2068.75428229043	159_3870_1
285	Spectrogram 1	1	3871.93700635324	3872.05265269701	448.996707317412	2035.69800525017	159_3870_2
286	Spectrogram 1	1	3872.75921311743	3872.89791516582	432.468568797279	2068.75428229043	159_3870_3
287	Spectrogram 1	1	4127.55686590292	4127.82660063858	201.074629515419	2382.78891417296	159_4125_1
288	Spectrogram 1	1	4128.10302266075	4128.37598888553	267.18718359595	2068.75428229043	159_4125_2
289	Spectrogram 1	1	4264.09512659941	4264.33120995583	415.940430277146	2432.37332973336	159_4260_1
290	Spectrogram 1	1	4264.57692863472	4264.81404003335	399.412291757013	2349.73263713269	159_4260_2
291	Spectrogram 1	1	4265.05994116226	4265.29603105924	382.88415323688	2217.50752897163	159_4265_1
292	Spectrogram 1	1	4265.67181327384	4265.89324449665	564.693676958342	2448.90146825349	159_4265_2
293	Spectrogram 1	1	4266.21707554867	4266.44014021727	564.693676958342	2167.92311341123	159_4265_3
294	Spectrogram 1	1	4266.85615642667	4267.10170270444	515.109261397944	2349.73263713269	159_4265_4
295	Spectrogram 1	1	4397.73021100995	4397.93430852507	614.278092518741	2729.87982309575	159_4395_1
296	Spectrogram 1	1	4398.18207179602	4398.42996071967	548.165538438209	2762.93610013602	159_4395_2
297	Spectrogram 1	1	4398.65129191284	4398.90897269042	630.806231038874	2663.76726901522	159_4395_3
298	Spectrogram 1	1	4399.10955895802	4399.38669307198	647.334369559006	2762.93610013602	159_4395_4
299	Spectrogram 1	1	4399.57615872791	4399.84335431116	614.278092518741	2994.33003941788	159_4395_5
300	Spectrogram 1	1	4400.04054543242	4400.25709748683	548.165538438209	2895.16120829708	159_4400_1
301	Spectrogram 1	1	4400.52292708559	4400.75948623267	581.221815478475	2779.46423865615	159_4400_2
302	Spectrogram 1	1	4401.09102476493	4401.33782076441	597.749953998608	2762.93610013602	159_4400_3
303	Spectrogram 1	1	4401.60402467652	4401.85468454129	647.334369559006	2663.76726901522	159_4400_4
304	Spectrogram 1	1	4403.25458609857	4403.56197690976	498.58112287781	2085.28242081057	159_4400_5
305	Spectrogram 1	1	4404.36321616712	4404.60137383147	448.996707317412	2019.16986673004	159_4400_6
306	Spectrogram 1	1	4404.81629141353	4404.93040284851	168.018352475153	2829.04865421655	159_4405_1
307	Spectrogram 1	1	4405.30178054393	4405.56547179309	366.356014716747	2779.46423865615	159_4405_2
308	Spectrogram 1	1	4405.78934620247	4406.02305742355	333.299737676482	2614.18285345482	159_4405_3
309	Spectrogram 1	1	4406.30957326527	4406.56638169377	432.468568797279	2581.12657641455	159_4405_4
310	Spectrogram 1	1	4407.29854737909	4407.60445443867	234.130906555684	2432.37332973336	159_4405_5
311	Spectrogram 1	1	4408.42767495159	4408.67208444767	250.659045075817	2184.45125193136	159_4405_6
312	Spectrogram 1	1	4410.61635634234	4410.90986441109	267.18718359595	2597.65471493469	159_4410_1
313	Spectrogram 1	1	4411.57673662523	4411.84012444007	366.356014716747	2713.35168457562	159_4410_2
314	Spectrogram 1	1	4412.89058050654	4413.20698920855	333.299737676482	2349.73263713269	159_4410_3
315	Spectrogram 1	1	4414.05232773024	4414.30632638827	349.827876196615	2498.48588381389	159_4410_4
316	Spectrogram 1	1	4422.28233286934	4422.51105558236	382.88415323688	2415.84519121323	159_4420_1
317	Spectrogram 1	1	4424.55244382155	4424.78570046665	201.074629515419	2399.31705269309	159_4420_2
318	Spectrogram 1	1	4431.43259617221	4431.65746803359	680.390646599272	2746.40796161588	159_4430_1
319	Spectrogram 1	1	4431.91721674377	4432.14037022206	696.918785119405	2647.23913049509	159_4430_2
320	Spectrogram 1	1	4446.87897160143	4447.16942331026	267.18718359595	2531.54216085416	159_4445_1
321	Spectrogram 1	1	4447.7237436219	4447.97724737148	349.827876196615	2647.23913049509	159_4445_2
322	Spectrogram 1	1	4450.31529168867	4450.56237012184	217.602768035552	2680.29540753535	159_4450_1
323	Spectrogram 1	1	4482.27486913314	4482.50086250619	597.749953998608	2812.52051569641	159_4480_1
324	Spectrogram 1	1	4482.73498045497	4482.97209185359	614.278092518741	2746.40796161588	159_4480_2
325	Spectrogram 1	1	4483.22115765587	4483.46107527468	597.749953998608	2762.93610013602	159_4480_3
326	Spectrogram 1	1	4483.69628161538	4483.90960004643	630.806231038874	2647.23913049509	159_4480_4
327	Spectrogram 1	1	4484.15555100802	4484.3868947276	647.334369559006	2762.93610013602	159_4480_5
328	Spectrogram 1	1	4484.64611884642	4484.86532142341	614.278092518741	2795.99237717628	159_4480_6
329	Spectrogram 1	1	4485.12232798182	4485.31500045085	614.278092518741	2779.46423865615	159_4485_1
330	Spectrogram 1	1	4485.64793109804	4485.88943405069	564.693676958342	2713.35168457562	159_4485_2
331	Spectrogram 1	1	4488.57105034985	4488.8624826275	366.356014716747	2515.01402233402	159_4485_3
332	Spectrogram 1	1	4489.21465958584	4489.48066603026	366.356014716747	2465.42960677362	159_4485_4
333	Spectrogram 1	1	4514.67397779505	4514.86955738994	614.278092518741	2696.82354605548	159_4510_1
334	Spectrogram 1	1	4515.14114794598	4515.35531728148	763.031339199937	2663.76726901522	159_4515_1
335	Spectrogram 1	1	4515.62967759904	4515.86783526339	796.087616240203	2680.29540753535	159_4515_2
336	Spectrogram 1	1	4516.1288348141	4516.37162748348	746.503200679804	2696.82354605548	159_4515_3
337	Spectrogram 1	1	4516.63606152248	4516.87361130583	729.975062159671	2564.59843789442	159_4515_4
338	Spectrogram 1	1	4517.20091879653	4517.42880700051	696.918785119405	2680.29540753535	159_4515_5
339	Spectrogram 1	1	4521.92631700877	4522.1882157241	217.602768035552	2630.71099197495	159_4520_1
340	Spectrogram 1	1	4522.60380269834	4522.83156718819	333.299737676482	2481.95774529376	159_4520_2
341	Spectrogram 1	1	4535.08011153791	4535.3808459112	432.468568797279	2746.40796161588	159_4535_1
342	Spectrogram 1	1	4535.90884348956	4536.18201485115	283.715322116083	2349.73263713269	159_4535_2
343	Spectrogram 1	1	4538.76801103976	4539.02878587003	217.602768035552	2267.09194453203	159_4535_3
344	Spectrogram 1	1	4543.06813874297	4543.34985236403	201.074629515419	2481.95774529376	159_4540_1
345	Spectrogram 1	1	4575.55043098139	4575.72578051576	581.221815478475	2713.35168457562	159_4575_1
346	Spectrogram 1	1	4576.01910509048	4576.22435780421	630.806231038874	2862.10493125681	159_4575_2
347	Spectrogram 1	1	4576.51886000521	4576.76897126952	614.278092518741	2713.35168457562	159_4575_3
348	Spectrogram 1	1	4586.5546289677	4586.79217875105	316.771599156349	2316.67636009243	159_4585_1
349	Spectrogram 1	1	4587.51882798532	4587.79367234572	234.130906555684	2267.09194453203	159_4585_2
350	Spectrogram 1	1	4630.12974824932	4630.36729803267	201.074629515419	2217.50752897163	159_4630_1
351	Spectrogram 1	1	4642.99741037374	4643.22295101067	663.862508079139	2696.82354605548	159_4640_1
352	Spectrogram 1	1	4643.47883759524	4643.68945564099	729.975062159671	2845.57679273668	159_4640_2
353	Spectrogram 1	1	4643.98215008879	4644.23792740175	696.918785119405	2845.57679273668	159_4640_3
354	Spectrogram 1	1	4644.4757793673	4644.70283764591	713.446923639538	2762.93610013602	159_4640_4
355	Spectrogram 1	1	4644.96342666359	4645.20683782447	630.806231038874	2481.95774529376	159_4645_1
356	Spectrogram 1	1	4661.51827854925	4661.8584133598	316.771599156349	2515.01402233402	159_4660_1
357	Spectrogram 1	1	4687.12788775625	4687.44091196405	366.356014716747	2498.48588381389	159_4685_1
358	Spectrogram 1	1	4688.74527532978	4689.01862206127	267.18718359595	2415.84519121323	159_4685_2
359	Spectrogram 1	1	4689.74570430425	4690.02777675609	267.18718359595	2614.18285345482	159_4685_3
360	Spectrogram 1	1	4729.11603513309	4729.33869309846	630.806231038874	2795.99237717628	159_4725_1
361	Spectrogram 1	1	4729.59352926771	4729.82748224341	663.862508079139	2762.93610013602	159_4725_2
362	Spectrogram 1	1	4730.07653467564	4730.30045837432	696.918785119405	2647.23913049509	159_4730_1
363	Spectrogram 1	1	4730.57666047977	4730.81572529458	696.918785119405	2729.87982309575	159_4730_2
364	Spectrogram 1	1	4747.61912671512	4747.89849423429	217.602768035552	2680.29540753535	159_4745_1
365	Spectrogram 1	1	4788.6741659055	4788.86224955677	647.334369559006	2779.46423865615	159_4785_1
366	Spectrogram 1	1	4789.16264912392	4789.35006273296	614.278092518741	2928.21748533734	159_4785_2
367	Spectrogram 1	1	4789.64601359607	4789.88026526108	630.806231038874	2795.99237717628	159_4785_3
368	Spectrogram 1	1	4790.13815929388	4790.37083699776	564.693676958342	2415.84519121323	159_4790_1
369	Spectrogram 1	1	4790.68841165969	4790.97976316176	696.918785119405	2779.46423865615	159_4790_2
370	Spectrogram 1	1	4794.98153350073	4795.28278208119	399.412291757013	2614.18285345482	159_4795_1
371	Spectrogram 1	1	4796.58482867726	4796.90919912199	415.940430277146	2548.07029937429	159_4795_2
372	Spectrogram 1	1	4797.13887039286	4797.37710020125	465.524845837545	2498.48588381389	159_4795_3
373	Spectrogram 1	1	4886.82893300689	4887.22958958782	300.243460636216	3440.58977946146	159_4885_1
374	Spectrogram 1	1	4887.41260089431	4887.73313506875	267.18718359595	3820.73696542452	159_4885_2
375	Spectrogram 1	1	4889.9853092072	4890.26950606234	300.243460636216	3539.75861058226	159_4890_1
376	Spectrogram 1	1	4890.61591278594	4891.00504049937	382.88415323688	3275.30839426014	159_4890_2
377	Spectrogram 1	1	4891.28728120316	4891.71644372753	448.996707317412	3506.702333542	159_4890_3
378	Spectrogram 1	1	4892.73341197657	4893.29268735913	366.356014716747	1490.26943408578	159_4890_4
379	Spectrogram 1	1	5044.04029891525	5044.33907114185	184.546490995286	2581.12657641455	159_5040_1
