Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation
21	Spectrogram 1	1	312.575365469976	312.930332229944	316.771599156349	3391.00536390107	159_310_1
22	Spectrogram 1	1	329.892401629652	329.896207731975	448.996707317412	2977.80190089774	159_330_1
23	Spectrogram 1	1	330.107674112385	330.182577736074	349.827876196615	3176.13956313934	159_330_2
24	Spectrogram 1	1	330.335351657495	330.424927230048	300.243460636216	2994.33003941788	159_330_3
25	Spectrogram 1	1	330.536955139579	330.6395462523	515.109261397944	3126.55514757894	159_330_4
26	Spectrogram 1	1	330.77792627833	330.87340409417	482.052984357678	3093.49887053867	159_330_5
27	Spectrogram 1	1	338.19180078552	338.882307061887	548.165538438209	3010.85817793801	159_335_1
28	Spectrogram 1	1	339.302719094463	340.006578504098	531.637399918076	2977.80190089774	159_335_2
29	Spectrogram 1	1	345.011110757976	345.097958534682	515.109261397944	2779.46423865615	159_345_1
30	Spectrogram 1	1	345.338921560263	345.422273625495	498.58112287781	2349.73263713269	159_345_2
31	Spectrogram 1	1	346.076245335334	346.165086594611	498.58112287781	2845.57679273668	159_345_3
32	Spectrogram 1	1	346.348640058748	346.424120478606	630.806231038874	2729.87982309575	159_345_4
33	Spectrogram 1	1	346.699110946377	346.789298973041	498.58112287781	2729.87982309575	159_345_5
34	Spectrogram 1	1	346.972825109632	347.042872836774	515.109261397944	2961.27376237761	159_345_6
35	Spectrogram 1	1	347.767046103457	347.857285858391	432.468568797279	2663.76726901522	159_345_7
36	Spectrogram 1	1	348.077411946406	348.155229108024	498.58112287781	2663.76726901522	159_345_8
37	Spectrogram 1	1	348.575993187231	348.951889130248	415.940430277146	2762.93610013602	159_345_9
38	Spectrogram 1	1	517.670372713374	518.053603916286	680.390646599272	3424.06164094133	159_515_1
39	Spectrogram 1	1	518.175512133421	518.534557643085	713.446923639538	3638.92744170306	159_515_2
40	Spectrogram 1	1	518.68672634416	519.026081530153	729.975062159671	3391.00536390107	159_515_3
41	Spectrogram 1	1	529.750959937422	530.154231206153	713.446923639538	3473.64605650173	159_525_1
42	Spectrogram 1	1	530.277075628451	530.63046748614	680.390646599272	3539.75861058226	159_530_1
43	Spectrogram 1	1	571.976222934758	572.33934828963	663.862508079139	3490.17419502186	159_570_1
44	Spectrogram 1	1	572.502643891174	572.864552558898	680.390646599272	3638.92744170306	159_570_2
45	Spectrogram 1	1	652.301696281581	652.551877119658	201.074629515419	2581.12657641455	159_650_1
46	Spectrogram 1	1	653.493488348778	653.74959254216	300.243460636216	2680.29540753535	159_650_2
47	Spectrogram 1	1	654.424359790637	654.720097870422	267.18718359595	2812.52051569641	159_650_3
48	Spectrogram 1	1	704.828641301781	705.063692896614	498.58112287781	3490.17419502186	159_705_1
49	Spectrogram 1	1	705.411851610358	705.75123378057	564.693676958342	3291.83653278027	159_705_2
50	Spectrogram 1	1	705.979631145844	706.318566240886	548.165538438209	3275.30839426014	159_705_3
51	Spectrogram 1	1	706.572955147894	706.879183735692	515.109261397944	2713.35168457562	159_705_4
52	Spectrogram 1	1	715.863522055696	716.092380770194	729.975062159671	2795.99237717628	159_715_1
53	Spectrogram 1	1	716.322818208743	716.536503621217	630.806231038874	2779.46423865615	159_715_2
54	Spectrogram 1	1	716.780637149586	717.013470739474	630.806231038874	2696.82354605548	159_715_3
55	Spectrogram 1	1	717.242487478414	717.473144596733	630.806231038874	2696.82354605548	159_715_4
56	Spectrogram 1	1	717.720578748013	717.978061876826	630.806231038874	2680.29540753535	159_715_5
57	Spectrogram 1	1	718.262663098974	718.508626436041	647.334369559006	2829.04865421655	159_715_6
58	Spectrogram 1	1	720.880845942202	721.233956398226	250.659045075817	3043.91445497827	159_720_1
59	Spectrogram 1	1	735.3742357514	735.647935235025	217.602768035552	2531.54216085416	159_735_1
60	Spectrogram 1	1	737.192046587791	737.470783454089	267.18718359595	2713.35168457562	159_735_2
61	Spectrogram 1	1	808.867516380629	809.167027556426	465.524845837545	3539.75861058226	159_805_1
62	Spectrogram 1	1	814.974550057135	815.205978463311	482.052984357678	2862.10493125681	159_815_1
63	Spectrogram 1	1	815.728234484269	816.056595457798	382.88415323688	2829.04865421655	159_815_2
64	Spectrogram 1	1	816.963599004125	817.222255600934	234.130906555684	2647.23913049509	159_815_3
65	Spectrogram 1	1	818.586614921853	818.858608961204	382.88415323688	2448.90146825349	159_815_4
66	Spectrogram 1	1	819.591573898442	819.837579717528	399.412291757013	2481.95774529376	159_815_5
67	Spectrogram 1	1	823.191733228394	823.476881479779	267.18718359595	2564.59843789442	159_820_1
68	Spectrogram 1	1	831.876729924554	832.163573126292	316.771599156349	2663.76726901522	159_830_1
69	Spectrogram 1	1	834.6928167491	834.979232634208	349.827876196615	2465.42960677362	159_830_2
70	Spectrogram 1	1	835.243934595963	835.525337823212	366.356014716747	2647.23913049509	159_835_1
71	Spectrogram 1	1	858.618566142132	858.907226801847	448.996707317412	2795.99237717628	159_855_1
72	Spectrogram 1	1	859.187642115203	859.446298712012	415.940430277146	2382.78891417296	159_855_2
73	Spectrogram 1	1	860.044595730286	860.331438932024	515.109261397944	2614.18285345482	159_860_1
74	Spectrogram 1	1	885.858782110835	886.13111103553	300.243460636216	2762.93610013602	159_885_1
75	Spectrogram 1	1	887.226955990191	887.477379711669	333.299737676482	2746.40796161588	159_885_2
76	Spectrogram 1	1	897.68484480996	897.989083496488	250.659045075817	2548.07029937429	159_895_1
77	Spectrogram 1	1	899.117372944	899.392640169447	234.130906555684	2415.84519121323	159_895_2
78	Spectrogram 1	1	925.282436041337	925.592322861766	267.18718359595	2696.82354605548	159_925_1
79	Spectrogram 1	1	926.938342307827	927.221712716678	316.771599156349	2845.57679273668	159_925_2
80	Spectrogram 1	1	956.424907680368	956.631690813482	680.390646599272	2696.82354605548	159_955_1
81	Spectrogram 1	1	956.885122627574	957.124162281227	680.390646599272	2663.76726901522	159_955_2
82	Spectrogram 1	1	957.361914158046	957.595463904838	680.390646599272	2630.71099197495	159_955_3
83	Spectrogram 1	1	957.832025800415	958.008218839751	680.390646599272	2432.37332973336	159_955_4
84	Spectrogram 1	1	958.357129286511	958.610486977276	796.087616240203	2663.76726901522	159_955_5
85	Spectrogram 1	1	958.860604362187	959.113511997068	729.975062159671	2696.82354605548	159_955_6
86	Spectrogram 1	1	981.957709142485	982.23251103185	267.18718359595	2564.59843789442	159_980_1
87	Spectrogram 1	1	1004.15463256591	1004.42413640576	333.299737676482	2961.27376237761	159_1000_1
88	Spectrogram 1	1	1082.41847408582	1082.7596337372	796.087616240203	3738.09627282386	159_1080_1
89	Spectrogram 1	1	1082.92520988227	1083.25827159981	779.55947772007	3457.1179179816	159_1080_2
90	Spectrogram 1	1	1083.43261950342	1083.7729959918	812.615754760335	3556.28674910239	159_1080_3
91	Spectrogram 1	1	1083.96468660361	1084.31377357363	812.615754760335	3473.64605650173	159_1080_4
92	Spectrogram 1	1	1084.4986937486	1084.82274150866	779.55947772007	3308.3646713004	159_1080_5
93	Spectrogram 1	1	1085.03082437117	1085.42538601325	746.503200679804	3424.06164094133	159_1085_1
94	Spectrogram 1	1	1085.5748205246	1085.95215651426	680.390646599272	3440.58977946146	159_1085_2
95	Spectrogram 1	1	1086.15432588488	1086.51053119336	680.390646599272	3407.5335024212	159_1085_3
96	Spectrogram 1	1	1280.5420580932	1280.88200469327	663.862508079139	2795.99237717628	159_1280_1
97	Spectrogram 1	1	1281.05044643671	1281.39468764887	729.975062159671	2862.10493125681	159_1280_2
98	Spectrogram 1	1	1281.58116289756	1281.91166131498	746.503200679804	3176.13956313934	159_1280_3
99	Spectrogram 1	1	1282.10778473813	1282.46677433803	729.975062159671	3258.78025574	159_1280_4
100	Spectrogram 1	1	1282.63764835215	1282.98972546519	779.55947772007	3159.6114246192	159_1280_5
101	Spectrogram 1	1	1336.71191719017	1336.98588301013	283.715322116083	3209.1958401796	159_1335_1
102	Spectrogram 1	1	1337.65231876149	1337.90274248296	349.827876196615	3093.49887053867	159_1335_2
103	Spectrogram 1	1	1347.5683254508	1347.90035230019	680.390646599272	3705.03999578359	159_1345_1
104	Spectrogram 1	1	1348.07886851727	1348.42628279864	746.503200679804	3886.84951950505	159_1345_2
105	Spectrogram 1	1	1348.58614010547	1348.9226612686	779.55947772007	3671.98371874332	159_1345_3
106	Spectrogram 1	1	1352.59821856128	1352.96589991115	763.031339199937	3490.17419502186	159_1350_1
107	Spectrogram 1	1	1353.09308284661	1353.42622083563	779.55947772007	3539.75861058226	159_1350_2
108	Spectrogram 1	1	1353.72124693703	1354.10603608839	763.031339199937	3473.64605650173	159_1350_3
109	Spectrogram 1	1	1415.20092195226	1415.5870143515	713.446923639538	3556.28674910239	159_1415_1
110	Spectrogram 1	1	1415.72754023262	1416.09530337941	812.615754760335	3539.75861058226	159_1415_2
111	Spectrogram 1	1	1416.25715693503	1416.60826875287	812.615754760335	3605.87116466279	159_1415_3
112	Spectrogram 1	1	1416.78881422323	1417.12236183036	729.975062159671	3440.58977946146	159_1415_4
113	Spectrogram 1	1	1417.33400505272	1417.69820872226	763.031339199937	3457.1179179816	159_1415_5
114	Spectrogram 1	1	1417.91533997579	1418.28025402931	779.55947772007	3291.83653278027	159_1415_6
115	Spectrogram 1	1	1420.9055454375	1420.98685710722	696.918785119405	2564.59843789442	159_1420_1
116	Spectrogram 1	1	1421.07446573788	1421.15481016018	713.446923639538	2217.50752897163	159_1420_2
117	Spectrogram 1	1	1421.39834678451	1421.48161266877	696.918785119405	2085.28242081057	159_1420_3
118	Spectrogram 1	1	1421.61895142118	1421.70492200922	581.221815478475	2101.8105593307	159_1420_4
119	Spectrogram 1	1	1422.16671006637	1422.26612477168	448.996707317412	1920.00103560924	159_1420_5
120	Spectrogram 1	1	1422.3864707633	1422.44972023528	680.390646599272	2548.07029937429	159_1420_6
121	Spectrogram 1	1	1422.55583158199	1422.61558813648	1010.95341700193	2548.07029937429	159_1420_7
122	Spectrogram 1	1	1422.71898174967	1422.75688526632	713.446923639538	2548.07029937429	159_1420_8
123	Spectrogram 1	1	1422.87930258572	1422.9760961757	829.143893280468	2283.62008305216	159_1420_9
124	Spectrogram 1	1	1423.05365969705	1423.18527964453	729.975062159671	2283.62008305216	159_1420_10
125	Spectrogram 1	1	1423.22418268452	1423.27876339569	763.031339199937	2167.92311341123	159_1420_11
126	Spectrogram 1	1	1423.37110372664	1423.44487211	928.312724401265	2217.50752897163	159_1420_12
127	Spectrogram 1	1	1423.55045292863	1423.64266059491	713.446923639538	3126.55514757894	159_1420_13
128	Spectrogram 1	1	1423.77618347855	1423.87364689465	531.637399918076	1986.11358968977	159_1420_14
129	Spectrogram 1	1	1423.95612218372	1424.04697337411	564.693676958342	2002.6417282099	159_1420_15
130	Spectrogram 1	1	1425.65923577121	1425.72724860073	498.58112287781	3209.1958401796	159_1425_1
131	Spectrogram 1	1	1425.8470765778	1425.91834915567	448.996707317412	2928.21748533734	159_1425_2
132	Spectrogram 1	1	1426.52674559403	1426.60485647539	498.58112287781	2647.23913049509	159_1425_3
133	Spectrogram 1	1	1433.73634101717	1434.18486194466	349.827876196615	1126.65038664286	159_1430_1
134	Spectrogram 1	1	1454.50746292502	1454.94818415937	366.356014716747	1225.81921776366	159_1455_1
135	Spectrogram 1	1	1481.15433339963	1481.40096796192	548.165538438209	2267.09194453203	159_1480_1
136	Spectrogram 1	1	1505.75004660145	1505.8239159822	498.58112287781	2035.69800525017	159_1505_1
137	Spectrogram 1	1	1505.97563180393	1506.05996782483	531.637399918076	2101.8105593307	159_1505_2
138	Spectrogram 1	1	1506.45411085842	1506.56676427116	548.165538438209	2167.92311341123	159_1505_3
139	Spectrogram 1	1	1507.2178395135	1507.33094536273	548.165538438209	2316.67636009243	159_1505_4
140	Spectrogram 1	1	1508.12016101643	1508.205480993	531.637399918076	2250.5638060119	159_1505_5
141	Spectrogram 1	1	1508.27143647296	1508.36953551951	448.996707317412	2481.95774529376	159_1505_6
142	Spectrogram 1	1	1511.74884112646	1512.1236927289	267.18718359595	3176.13956313934	159_1510_1
143	Spectrogram 1	1	1514.24534148539	1514.69526035908	399.412291757013	961.369001441531	159_1510_2
144	Spectrogram 1	1	1577.2986121553	1577.654015052	696.918785119405	3605.87116466279	159_1575_1
145	Spectrogram 1	1	1577.80749096539	1578.14772903503	746.503200679804	3490.17419502186	159_1575_2
146	Spectrogram 1	1	1578.3211620286	1578.67212051199	746.503200679804	3374.47722538093	159_1575_3
147	Spectrogram 1	1	1578.87023173369	1579.23051093481	680.390646599272	3440.58977946146	159_1575_4
148	Spectrogram 1	1	1579.43147378795	1579.76503938873	729.975062159671	3126.55514757894	159_1575_5
149	Spectrogram 1	1	1580.01881262354	1580.42203117502	746.503200679804	3308.3646713004	159_1580_1
150	Spectrogram 1	1	1580.61596667362	1581.01917941265	630.806231038874	3291.83653278027	159_1580_2
151	Spectrogram 1	1	1605.00150636993	1605.10723599506	498.58112287781	2630.71099197495	159_1605_1
152	Spectrogram 1	1	1605.26248648447	1605.3684965509	581.221815478475	2977.80190089774	159_1605_2
153	Spectrogram 1	1	1605.52592401865	1605.61562718222	498.58112287781	2581.12657641455	159_1605_3
154	Spectrogram 1	1	1609.77772861563	1609.85605011247	316.771599156349	2515.01402233402	159_1605_4
155	Spectrogram 1	1	1772.1824855104	1772.28158086638	531.637399918076	2531.54216085416	159_1770_1
156	Spectrogram 1	1	1772.36255126714	1772.45279102207	482.052984357678	2498.48588381389	159_1770_2
157	Spectrogram 1	1	1772.54904863137	1772.62298107575	564.693676958342	2399.31705269309	159_1770_3
158	Spectrogram 1	1	1772.71951985108	1772.80155082752	696.918785119405	2515.01402233402	159_1770_4
159	Spectrogram 1	1	1772.88774801208	1772.94940483073	597.749953998608	2267.09194453203	159_1770_5
160	Spectrogram 1	1	1773.0829137895	1773.15284463842	564.693676958342	2399.31705269309	159_1770_6
161	Spectrogram 1	1	1773.30209731559	1773.39552615018	680.390646599272	2415.84519121323	159_1770_7
162	Spectrogram 1	1	1774.10940701099	1774.18800722455	531.637399918076	2300.14822157229	159_1770_8
163	Spectrogram 1	1	1774.28887171436	1774.39725593194	862.200170320734	2944.74562385748	159_1770_9
164	Spectrogram 1	1	1774.46296125072	1774.53653494115	581.221815478475	2680.29540753535	159_1770_10
165	Spectrogram 1	1	1774.62131791516	1774.71912984601	663.862508079139	2795.99237717628	159_1770_11
166	Spectrogram 1	1	1774.77193799377	1774.84348259094	680.390646599272	2795.99237717628	159_1770_12
167	Spectrogram 1	1	1775.01386533731	1775.09261517742	713.446923639538	3457.1179179816	159_1775_1
168	Spectrogram 1	1	1775.74705984025	1776.08463476502	812.615754760335	3738.09627282386	159_1775_2
169	Spectrogram 1	1	1776.26053875221	1776.5900123288	763.031339199937	3688.51185726346	159_1775_3
170	Spectrogram 1	1	1776.80016312411	1777.14872977865	763.031339199937	3556.28674910239	159_1775_4
171	Spectrogram 1	1	1777.33892768675	1777.71420338947	779.55947772007	3589.34302614266	159_1775_5
172	Spectrogram 1	1	1789.64690737827	1790.02125805499	729.975062159671	3787.68068838425	159_1785_1
173	Spectrogram 1	1	1790.15986256645	1790.50244384129	812.615754760335	3804.20882690439	159_1790_1
174	Spectrogram 1	1	1790.68856848516	1791.01814774475	763.031339199937	3655.45558022319	159_1790_2
175	Spectrogram 1	1	1791.24512923368	1791.61549135593	763.031339199937	3655.45558022319	159_1790_3
176	Spectrogram 1	1	1795.34788005601	1795.65140294301	465.524845837545	3671.98371874332	159_1795_1
177	Spectrogram 1	1	1823.90884199542	1824.27461448898	680.390646599272	3391.00536390107	159_1820_1
178	Spectrogram 1	1	1824.43776966697	1824.82136019399	663.862508079139	3374.47722538093	159_1820_2
179	Spectrogram 1	1	2122.43203909734	2122.78270644646	779.55947772007	3357.9490868608	159_2120_1
180	Spectrogram 1	1	2122.92509706515	2123.26746976782	763.031339199937	3357.9490868608	159_2120_2
181	Spectrogram 1	1	2123.44119852428	2123.80854948798	696.918785119405	3357.9490868608	159_2120_3
182	Spectrogram 1	1	2124.01245974966	2124.35668879328	779.55947772007	3506.702333542	159_2120_4
183	Spectrogram 1	1	2138.9855190791	2139.3373788174	680.390646599272	3506.702333542	159_2135_1
184	Spectrogram 1	1	2139.50844873683	2139.87084678787	845.672031800601	3572.81488762253	159_2135_2
185	Spectrogram 1	1	2140.06266544608	2140.43673295455	746.503200679804	3424.06164094133	159_2140_1
186	Spectrogram 1	1	2140.62810043387	2141.02501635064	812.615754760335	3671.98371874332	159_2140_2
187	Spectrogram 1	1	2141.34367734008	2141.39537990042	862.200170320734	2200.9793904515	159_2140_3
188	Spectrogram 1	1	2142.25094302976	2142.43010694469	399.412291757013	2234.03566749176	159_2140_4
189	Spectrogram 1	1	2143.06987767903	2143.26170627048	134.962075434887	2448.90146825349	159_2140_5
190	Spectrogram 1	1	2144.06644256324	2144.34675340029	283.715322116083	2845.57679273668	159_2140_6
191	Spectrogram 1	1	2145.74504692906	2146.06232930807	283.715322116083	3027.38631645814	159_2145_1
192	Spectrogram 1	1	2146.99193977541	2147.29667998583	267.18718359595	2795.99237717628	159_2145_2
193	Spectrogram 1	1	2156.98241234219	2157.27512939904	316.771599156349	2548.07029937429	159_2155_1
194	Spectrogram 1	1	2159.39829752948	2159.7050438105	300.243460636216	2564.59843789442	159_2155_2
195	Spectrogram 1	1	2160.60042865476	2160.93720606687	465.524845837545	2795.99237717628	159_2160_1
196	Spectrogram 1	1	2165.38996485569	2165.68606883846	333.299737676482	2696.82354605548	159_2165_1
197	Spectrogram 1	1	2172.5929276367	2172.89808229979	267.18718359595	2614.18285345482	159_2170_1
198	Spectrogram 1	1	2244.72541363927	2245.18248372294	597.749953998608	3159.6114246192	159_2245_1
199	Spectrogram 1	1	2255.16534685814	2255.39235356147	316.771599156349	2663.76726901522	159_2255_3
200	Spectrogram 1	1	2258.64009332164	2258.91458955567	250.659045075817	3010.85817793801	159_2255_1
201	Spectrogram 1	1	2259.53574693895	2259.85189277395	300.243460636216	2878.63306977695	159_2255_2
202	Spectrogram 1	1	2262.10684404677	2262.3687427621	366.356014716747	2366.26077565283	159_2260_1
203	Spectrogram 1	1	2264.36523988816	2264.64743913937	234.130906555684	2515.01402233402	159_2260_2
204	Spectrogram 1	1	2285.03876380276	2285.32129771221	283.715322116083	2795.99237717628	159_2285_1
205	Spectrogram 1	1	2286.72035797675	2286.97116609528	234.130906555684	2647.23913049509	159_2285_2
206	Spectrogram 1	1	2287.80101962657	2288.10168493067	267.18718359595	2977.80190089774	159_2285_3
207	Spectrogram 1	1	2290.2830989946	2290.56724533792	415.940430277146	2779.46423865615	159_2290_1
208	Spectrogram 1	1	2292.76257459155	2293.04543308938	250.659045075817	2895.16120829708	159_2290_2
209	Spectrogram 1	1	2306.75419889802	2307.03274651712	283.715322116083	2564.59843789442	159_2305_1
210	Spectrogram 1	1	2314.11756149404	2314.36607368859	366.356014716747	2200.9793904515	159_2310_1
211	Spectrogram 1	1	2316.20369513561	2316.47589236456	283.715322116083	2779.46423865615	159_2315_1
212	Spectrogram 1	1	2334.18709127327	2334.88741987006	448.996707317412	3060.44259349841	159_2330_1
213	Spectrogram 1	1	2335.28283840351	2336.00596870828	531.637399918076	3043.91445497827	159_2335_1
214	Spectrogram 1	1	2388.4380967124	2388.64270897411	713.446923639538	2614.18285345482	159_2385_1
215	Spectrogram 1	1	2388.76615286494	2389.08231446011	779.55947772007	2349.73263713269	159_2385_2
216	Spectrogram 1	1	2389.24357704479	2389.54050784544	779.55947772007	2283.62008305216	159_2385_3
217	Spectrogram 1	1	2389.72963629889	2390.03983643974	696.918785119405	2333.20449861256	159_2385_4
218	Spectrogram 1	1	2390.22302113421	2390.53009504295	729.975062159671	2399.31705269309	159_2390_1
219	Spectrogram 1	1	2390.71361156709	2391.06678853289	729.975062159671	2234.03566749176	159_2390_2
220	Spectrogram 1	1	2391.21839479729	2391.54547627991	647.334369559006	2349.73263713269	159_2390_3
221	Spectrogram 1	1	2394.14556656875	2394.46161039647	498.58112287781	2630.71099197495	159_2390_4
222	Spectrogram 1	1	2396.98859767349	2397.28464646438	382.88415323688	2366.26077565283	159_2395_1
223	Spectrogram 1	1	2441.06370189602	2441.40095140088	399.412291757013	2498.48588381389	159_2440_1
224	Spectrogram 1	1	2469.00868165267	2469.71489958945	415.940430277146	3159.6114246192	159_2465_1
225	Spectrogram 1	1	2477.91861912682	2478.17022321512	267.18718359595	2862.10493125681	159_2475_1
226	Spectrogram 1	1	2483.82551301847	2484.1123562202	267.18718359595	2548.07029937429	159_2480_1
227	Spectrogram 1	1	2486.38359941672	2486.66073353068	217.602768035552	2382.78891417296	159_2485_1
228	Spectrogram 1	1	2587.99354483929	2588.41870720365	333.299737676482	3176.13956313934	159_2585_1
229	Spectrogram 1	1	2604.50429463265	2605.25405830298	564.693676958342	3027.38631645814	159_2600_1
230	Spectrogram 1	1	3098.74657711997	3099.06237913707	316.771599156349	3721.56813430372	159_3095_1
231	Spectrogram 1	1	3100.07028061952	3100.44602951842	415.940430277146	3225.72397869974	159_3100_1
232	Spectrogram 1	1	3101.49780547541	3101.7994110205	333.299737676482	2597.65471493469	159_3100_2
233	Spectrogram 1	1	3104.90864056357	3105.29717535746	515.109261397944	3126.55514757894	159_3100_3
234	Spectrogram 1	1	3105.65885286563	3106.05712026972	680.390646599272	3192.66770165947	159_3105_1
235	Spectrogram 1	1	3106.42358470579	3106.83674512473	630.806231038874	3242.25211721987	159_3105_2
236	Spectrogram 1	1	3107.19776594288	3107.58503948147	647.334369559006	3258.78025574	159_3105_3
237	Spectrogram 1	1	3113.86413385757	3114.16188190728	316.771599156349	2829.04865421655	159_3110_1
238	Spectrogram 1	1	3114.53742833818	3114.60616579157	713.446923639538	2829.04865421655	159_3110_2
239	Spectrogram 1	1	3116.3739488751	3116.6691581064	482.052984357678	2994.33003941788	159_3115_1
240	Spectrogram 1	1	3117.03234892704	3117.33945952461	366.356014716747	2994.33003941788	159_3115_2
241	Spectrogram 1	1	3130.11074325363	3130.37144545717	267.18718359595	2548.07029937429	159_3130_1
242	Spectrogram 1	1	3140.35447479933	3140.65611072917	333.299737676482	2432.37332973336	159_3140_1
243	Spectrogram 1	1	3142.1492301729	3142.3985098144	234.130906555684	2349.73263713269	159_3140_2
244	Spectrogram 1	1	3152.09837154489	3152.43594646965	630.806231038874	3605.87116466279	159_3150_1
245	Spectrogram 1	1	3152.90635703849	3153.25961716414	597.749953998608	3738.09627282386	159_3150_2
246	Spectrogram 1	1	3160.31854941079	3160.70648914304	333.299737676482	2498.48588381389	159_3160_1
247	Spectrogram 1	1	3161.16298611364	3161.4113982083	300.243460636216	2399.31705269309	159_3160_2
248	Spectrogram 1	1	3162.22897718822	3162.51151109766	283.715322116083	2481.95774529376	159_3160_3
249	Spectrogram 1	1	3162.80423409052	3163.09407432025	184.546490995286	2382.78891417296	159_3160_4
250	Spectrogram 1	1	3163.68307390701	3163.96954469711	201.074629515419	2382.78891417296	159_3160_5
251	Spectrogram 1	1	3167.35796601194	3167.65220457993	448.996707317412	2597.65471493469	159_3165_1
252	Spectrogram 1	1	3302.38556695569	3302.64996716233	267.18718359595	2713.35168457562	159_3300_1
253	Spectrogram 1	1	3303.01373344886	3303.27020493744	349.827876196615	2515.01402233402	159_3300_2
254	Spectrogram 1	1	3303.60915893618	3303.86411362703	267.18718359595	2349.73263713269	159_3300_3
255	Spectrogram 1	1	3306.5309201151	3306.80196784151	267.18718359595	2581.12657641455	159_3305_1
256	Spectrogram 1	1	3307.32125560056	3307.61666101771	217.602768035552	2465.42960677362	159_3305_2
257	Spectrogram 1	1	3308.68966789349	3308.93420733391	382.88415323688	2630.71099197495	159_3305_3
258	Spectrogram 1	1	3310.52620416011	3310.81368524982	333.299737676482	2597.65471493469	159_3310_1
259	Spectrogram 1	1	3315.04770649506	3315.35414244069	267.18718359595	3010.85817793801	159_3315_1
260	Spectrogram 1	1	3315.55554870422	3315.77893629546	217.602768035552	2812.52051569641	159_3315_2
261	Spectrogram 1	1	3316.32439579963	3316.61116802846	267.18718359595	2845.57679273668	159_3315_3
262	Spectrogram 1	1	3316.86061682394	3317.12199903163	250.659045075817	2878.63306977695	159_3315_4
263	Spectrogram 1	1	3317.50437922574	3317.76178240084	250.659045075817	2680.29540753535	159_3315_5
264	Spectrogram 1	1	3318.62851654972	3318.91335830662	267.18718359595	2829.04865421655	159_3315_6
265	Spectrogram 1	1	3319.53351925391	3319.8343908137	234.130906555684	2647.23913049509	159_3315_7
266	Spectrogram 1	1	3323.07933112197	3323.39961660726	201.074629515419	2630.71099197495	159_3320_1
267	Spectrogram 1	1	3324.45612685366	3324.74828118062	250.659045075817	2812.52051569641	159_3320_2
268	Spectrogram 1	1	3454.92879141496	3455.35506455028	680.390646599272	3655.45558022319	159_3455_1
269	Spectrogram 1	1	3455.69602323209	3456.08802842068	630.806231038874	3572.81488762253	159_3455_2
270	Spectrogram 1	1	3456.45312477636	3456.86299252206	829.143893280468	3655.45558022319	159_3455_3
271	Spectrogram 1	1	3457.22521371297	3457.57805187387	630.806231038874	3391.00536390107	159_3455_4
272	Spectrogram 1	1	3586.74160998429	3587.07188478617	944.840862921399	2085.28242081057	159_3585_1
273	Spectrogram 1	1	3587.67781332018	3588.04324512561	829.143893280468	2581.12657641455	159_3585_2
274	Spectrogram 1	1	3602.42680926115	3602.71054618671	250.659045075817	2862.10493125681	159_3600_1
275	Spectrogram 1	1	3621.03394098989	3621.40906607757	1176.23480220326	2167.92311341123	159_3620_1
276	Spectrogram 1	1	3621.85271420158	3622.22807523137	1209.29107924352	1870.41662004884	159_3620_2
277	Spectrogram 1	1	3622.80944857874	3623.1290801976	961.369001441531	1986.11358968977	159_3620_3
