Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation
41	Spectrogram 1	1	4934.86621348839	4935.12719194467	531.637399918076	2134.86683637097	761_4930_7
42	Spectrogram 1	1	4935.56190419043	4935.71415294117	630.806231038874	2052.2261437703	761_4935_1
43	Spectrogram 1	1	4936.05757929089	4936.25289887212	663.862508079139	2167.92311341123	761_4935_2
44	Spectrogram 1	1	4936.62921325514	4936.85062985228	614.278092518741	2002.6417282099	761_4935_3
45	Spectrogram 1	1	4937.0806061005	4937.30375957878	415.940430277146	2283.62008305216	761_4935_4
46	Spectrogram 1	1	4937.72413869246	4937.98560438485	432.468568797279	2267.09194453203	761_4935_5
47	Spectrogram 1	1	4938.13736481043	4938.29779271072	696.918785119405	2481.95774529376	761_4935_6
48	Spectrogram 1	1	4938.51400501364	4938.70857837718	531.637399918076	2597.65471493469	761_4935_7
49	Spectrogram 1	1	4938.92745726352	4939.08845988821	581.221815478475	2564.59843789442	761_4935_8
50	Spectrogram 1	1	4939.36641233626	4939.5323679436	680.390646599272	2762.93610013602	761_4935_9
51	Spectrogram 1	1	4952.8193296828	4953.03593876574	763.031339199937	2283.62008305216	761_4950_1
52	Spectrogram 1	1	4953.42164794408	4953.63060699775	647.334369559006	2415.84519121323	761_4950_2
53	Spectrogram 1	1	4954.13934896692	4954.28179713166	763.031339199937	2134.86683637097	761_4950_3
54	Spectrogram 1	1	4954.84068208212	4955.02283571493	845.672031800601	2002.6417282099	761_4950_4
55	Spectrogram 1	1	4955.34916316599	4955.45746935929	763.031339199937	2283.62008305216	761_4955_1
56	Spectrogram 1	1	4956.18444743797	4956.35832342501	630.806231038874	2349.73263713269	761_4955_2
57	Spectrogram 1	1	4956.71505185011	4956.86285093684	763.031339199937	2498.48588381389	761_4955_3
58	Spectrogram 1	1	4957.49417855781	4957.80070091924	663.862508079139	2134.86683637097	761_4955_4
59	Spectrogram 1	1	4958.02348624372	4958.17115253738	779.55947772007	2118.33869785083	761_4955_5
60	Spectrogram 1	1	4958.6120737796	4958.78065434172	696.918785119405	1936.52917412937	761_4955_6
61	Spectrogram 1	1	4959.54968038912	4959.7136614142	630.806231038874	2167.92311341123	761_4955_7
62	Spectrogram 1	1	4960.04224420898	4960.28540650392	696.918785119405	2019.16986673004	761_4960_8
63	Spectrogram 1	1	4961.13911446575	4961.24506640197	597.749953998608	2465.42960677362	761_4960_1
64	Spectrogram 1	1	4961.56810685066	4961.76670379565	564.693676958342	2333.20449861256	761_4960_2
65	Spectrogram 1	1	4962.40801171536	4962.64870640741	663.862508079139	2415.84519121323	761_4960_3
66	Spectrogram 1	1	4962.98623581418	4963.20707055173	729.975062159671	2448.90146825349	761_4960_4
67	Spectrogram 1	1	4963.88923197047	4964.03750228946	548.165538438209	2564.59843789442	761_4960_5
68	Spectrogram 1	1	4964.32652549837	4964.4583873443	696.918785119405	2316.67636009243	761_4960_6
69	Spectrogram 1	1	4964.77464133702	4965.01126522163	614.278092518741	2415.84519121323	761_4960_7
70	Spectrogram 1	1	4967.88447389611	4968.15993815989	647.334369559006	2151.3949748911	761_4965_1
71	Spectrogram 1	1	4968.43064471071	4968.71641968214	515.109261397944	2465.42960677362	761_4965_2
72	Spectrogram 1	1	4968.93681639687	4969.16422280826	548.165538438209	2531.54216085416	761_4965_3
73	Spectrogram 1	1	4969.49440897431	4969.71023764096	548.165538438209	2448.90146825349	761_4965_4
74	Spectrogram 1	1	4971.0046333812	4971.15039271473	647.334369559006	2729.87982309575	761_4970_1
75	Spectrogram 1	1	4974.61600701273	4974.91498202982	581.221815478475	2647.23913049509	761_4970_2
76	Spectrogram 1	1	4975.12985165322	4975.2563861351	548.165538438209	2234.03566749176	761_4975_1
77	Spectrogram 1	1	4975.65799927927	4975.89312535689	680.390646599272	2498.48588381389	761_4975_2
78	Spectrogram 1	1	4976.2433451652	4976.40807005908	796.087616240203	2382.78891417296	761_4975_3
79	Spectrogram 1	1	4976.73292125387	4976.97573129175	829.143893280468	2300.14822157229	761_4975_4
80	Spectrogram 1	1	4977.27383393873	4977.56180383147	796.087616240203	2151.3949748911	761_4975_5
81	Spectrogram 1	1	4977.78992219158	4978.03211503195	597.749953998608	2167.92311341123	761_4975_6
82	Spectrogram 1	1	4978.36317842926	4978.45806271394	647.334369559006	2448.90146825349	761_4975_7
83	Spectrogram 1	1	4978.80370129568	4978.95762239564	696.918785119405	2663.76726901522	761_4975_8
84	Spectrogram 1	1	4980.22880974222	4980.45187024364	713.446923639538	2481.95774529376	761_4980_1
85	Spectrogram 1	1	4983.66223269153	4983.89594391261	647.334369559006	2581.12657641455	761_4980_2
86	Spectrogram 1	1	4984.83408369218	4985.05854658144	862.200170320734	2250.5638060119	761_4980_3
87	Spectrogram 1	1	4985.32717444842	4985.54801354659	614.278092518741	2515.01402233402	761_4985_1
88	Spectrogram 1	1	4986.82881646582	4987.05165221358	647.334369559006	2762.93610013602	761_4985_2
89	Spectrogram 1	1	4987.42555101311	4987.69198537834	581.221815478475	2581.12657641455	761_4985_3
90	Spectrogram 1	1	4987.99930110939	4988.21458669943	763.031339199937	2614.18285345482	761_4985_4
91	Spectrogram 1	1	4989.25455874162	4989.46128625555	796.087616240203	2498.48588381389	761_4985_5
92	Spectrogram 1	1	4989.8692655001	4990.15734751164	663.862508079139	2382.78891417296	761_4985_6
93	Spectrogram 1	1	4995.91372761678	4996.26685022876	581.221815478475	2333.20449861256	761_4995_1
94	Spectrogram 1	1	4996.43819826493	4996.67296168142	713.446923639538	2713.35168457562	761_4995_2
95	Spectrogram 1	1	4996.9270424407	4997.22196757233	663.862508079139	2713.35168457562	761_4995_3
96	Spectrogram 1	1	4999.17802242634	4999.38013515108	647.334369559006	2382.78891417296	761_4995_4
97	Spectrogram 1	1	4999.66207001666	4999.91252304598	647.334369559006	2399.31705269309	761_4995_5
98	Spectrogram 1	1	5005.3708251013	5005.76318028037	713.446923639538	2680.29540753535	761_5005_1
99	Spectrogram 1	1	5006.04682526392	5006.27308790572	630.806231038874	2316.67636009243	761_5005_2
100	Spectrogram 1	1	5013.30195577948	5013.52240863526	581.221815478475	2118.33869785083	761_5010_1
101	Spectrogram 1	1	5013.85123000412	5014.17417112922	647.334369559006	2465.42960677362	761_5010_2
102	Spectrogram 1	1	5014.56250165528	5014.92416298548	647.334369559006	2564.59843789442	761_5010_3
103	Spectrogram 1	1	5020.03244845081	5020.28846049291	630.806231038874	2465.42960677362	761_5020_1
104	Spectrogram 1	1	5020.5728609051	5020.90253521911	630.806231038874	2498.48588381389	761_5020_2
105	Spectrogram 1	1	5385.83718965356	5385.98524201656	564.693676958342	2250.5638060119	761_5385_1
106	Spectrogram 1	1	5386.30454838206	5386.4705039894	696.918785119405	2184.45125193136	761_5385_2
107	Spectrogram 1	1	5386.97644581289	5387.12100023021	680.390646599272	2283.62008305216	761_5385_3
108	Spectrogram 1	1	5560.8658212353	5561.13530047261	564.693676958342	2134.86683637097	761_5560_1
109	Spectrogram 1	1	5590.32171422139	5590.54869402195	763.031339199937	2597.65471493469	761_5590_1
110	Spectrogram 1	1	5590.84570494516	5591.0332235917	763.031339199937	2597.65471493469	761_5590_2
111	Spectrogram 1	1	5592.42351358317	5592.68191283968	663.862508079139	2300.14822157229	761_5590_3
112	Spectrogram 1	1	5596.86426121787	5597.04727839484	581.221815478475	2696.82354605548	761_5595_1
113	Spectrogram 1	1	5599.66031227031	5599.80889281137	564.693676958342	2548.07029937429	761_5595_2
114	Spectrogram 1	1	5601.23260642355	5601.4729050996	448.996707317412	2581.12657641455	761_5600_1
115	Spectrogram 1	1	5602.73183911765	5603.06183321831	680.390646599272	2680.29540753535	761_5600_2
116	Spectrogram 1	1	5603.98273429608	5604.17895753476	597.749953998608	2696.82354605548	761_5600_3
117	Spectrogram 1	1	5604.43099521374	5604.60383564666	548.165538438209	2581.12657641455	761_5600_4
118	Spectrogram 1	1	6135.16232248691	6135.38568900945	482.052984357678	2234.03566749176	761_6135_1
119	Spectrogram 1	1	6135.78360531836	6136.04310394272	647.334369559006	2382.78891417296	761_6135_2
120	Spectrogram 1	1	6136.32737334233	6136.55495645294	630.806231038874	2531.54216085416	761_6135_3
121	Spectrogram 1	1	6136.84387238691	6137.1118825556	498.58112287781	2564.59843789442	761_6135_4
122	Spectrogram 1	1	6137.29661689356	6137.60083526558	515.109261397944	2696.82354605548	761_6135_5
123	Spectrogram 1	1	6137.88515635628	6138.06043434792	515.109261397944	2382.78891417296	761_6135_6
124	Spectrogram 1	1	6138.58596989277	6138.80803712481	630.806231038874	2415.84519121323	761_6135_7
125	Spectrogram 1	1	6139.10753117617	6139.39090158502	548.165538438209	2432.37332973336	761_6135_8
126	Spectrogram 1	1	6139.67911941558	6139.94654495435	531.637399918076	2531.54216085416	761_6135_9
127	Spectrogram 1	1	6140.29723340856	6140.66516956055	630.806231038874	2399.31705269309	761_6140_1
128	Spectrogram 1	1	6140.82968594913	6141.08964691144	564.693676958342	2300.14822157229	761_6140_2
129	Spectrogram 1	1	6141.3617586448	6141.57137288372	663.862508079139	2448.90146825349	761_6140_3
130	Spectrogram 1	1	6141.91168936196	6142.13869606529	663.862508079139	2432.37332973336	761_6140_4
131	Spectrogram 1	1	6142.44734921598	6142.56963263543	614.278092518741	2581.12657641455	761_6140_5
132	Spectrogram 1	1	6143.01404918617	6143.29407436685	713.446923639538	2581.12657641455	761_6140_6
133	Spectrogram 1	1	6144.29458134884	6144.71881929425	531.637399918076	2432.37332973336	761_6140_7
134	Spectrogram 1	1	6144.91924179579	6145.11832486594	515.109261397944	2382.78891417296	761_6145_1
135	Spectrogram 1	1	6145.43072563348	6145.81954665992	581.221815478475	2581.12657641455	761_6145_2
136	Spectrogram 1	1	6145.96855294192	6146.17413478225	515.109261397944	2614.18285345482	761_6145_3
137	Spectrogram 1	1	6146.50994319487	6146.74562482892	713.446923639538	2795.99237717628	761_6145_4
138	Spectrogram 1	1	6146.98410560953	6147.28106472083	630.806231038874	2630.71099197495	761_6145_5
139	Spectrogram 1	1	6147.962204701	6148.19915098018	713.446923639538	2019.16986673004	761_6145_6
140	Spectrogram 1	1	6148.6846211827	6148.94254054444	597.749953998608	2250.5638060119	761_6145_7
141	Spectrogram 1	1	6178.6804873662	6178.77405736592	614.278092518741	2614.18285345482	761_6175_1
142	Spectrogram 1	1	6179.11097883728	6179.35466138264	763.031339199937	2680.29540753535	761_6175_2
143	Spectrogram 1	1	6179.68602955487	6179.84967912909	614.278092518741	2829.04865421655	761_6175_3
144	Spectrogram 1	1	6206.98833333054	6207.37063809467	597.749953998608	3357.9490868608	761_6205_1
145	Spectrogram 1	1	6207.82507770382	6208.19868711264	614.278092518741	3407.5335024212	761_6205_2
146	Spectrogram 1	1	6208.68423092208	6209.06036899369	796.087616240203	3341.42094834067	761_6205_3
147	Spectrogram 1	1	6240.92579226949	6241.05047047294	746.503200679804	2696.82354605548	761_6240_1
148	Spectrogram 1	1	6241.40863494416	6241.50046642729	663.862508079139	2696.82354605548	761_6240_2
149	Spectrogram 1	1	6241.84500220714	6241.98563350169	597.749953998608	2531.54216085416	761_6240_3
150	Spectrogram 1	1	8777.83904903252	8778.20466377835	564.693676958342	2283.62008305216	761_8775_1
151	Spectrogram 1	1	8970.36833008066	8970.67904822868	399.412291757013	2184.45125193136	761_8970_1
152	Spectrogram 1	1	8972.13111013888	8972.42164997796	531.637399918076	2134.86683637097	761_8970_2
153	Spectrogram 1	1	8973.97597121383	8974.34653233454	531.637399918076	2316.67636009243	761_8970_3
154	Spectrogram 1	1	8986.06405699178	8986.37084210169	564.693676958342	2151.3949748911	761_8985_1
155	Spectrogram 1	1	8989.04894698556	8989.51679815735	432.468568797279	2399.31705269309	761_8985_2
156	Spectrogram 1	1	8992.82773640076	8993.01726676682	283.715322116083	2465.42960677362	761_8990_1
157	Spectrogram 1	1	8994.18226286788	8994.54242854061	498.58112287781	2217.50752897163	761_8990_2
158	Spectrogram 1	1	9002.48232989985	9002.77221066343	531.637399918076	2498.48588381389	761_9000_1
159	Spectrogram 1	1	9009.76277915011	9009.8668044553	465.524845837545	2515.01402233402	761_9010_1
160	Spectrogram 1	1	9017.16267923122	9017.52688685723	482.052984357678	2234.03566749176	761_9015_1
161	Spectrogram 1	1	9022.52831495409	9022.86628012899	531.637399918076	2283.62008305216	761_9020_1
162	Spectrogram 1	1	9073.16656140788	9073.44598527538	366.356014716747	2316.67636009243	761_9070_1
163	Spectrogram 1	1	9079.29978035963	9079.63562381981	564.693676958342	2713.35168457562	761_9075_1
164	Spectrogram 1	1	9082.57726970081	9082.72753075172	581.221815478475	2184.45125193136	761_9080_1
165	Spectrogram 1	1	9083.38373119946	9083.63254779572	250.659045075817	2200.9793904515	761_9080_2
166	Spectrogram 1	1	9141.85529736175	9142.20151559614	432.468568797279	2349.73263713269	761_9140_1
167	Spectrogram 1	1	9145.77984648484	9146.12109677514	564.693676958342	2035.69800525017	761_9145_1
168	Spectrogram 1	1	9743.72821581466	9744.09561425541	548.165538438209	3341.42094834067	761_9740_1
169	Spectrogram 1	1	9744.54110148322	9744.91723955483	680.390646599272	3308.3646713004	761_9740_2
170	Spectrogram 1	1	9745.41230797998	9745.80455447276	564.693676958342	3374.47722538093	761_9745_1
171	Spectrogram 1	1	9746.26610277831	9746.65642637661	614.278092518741	3357.9490868608	761_9745_2
172	Spectrogram 1	1	9797.2482547887	9797.62062200391	597.749953998608	3291.83653278027	761_9795_1
173	Spectrogram 1	1	9798.08748354921	9798.45488198996	564.693676958342	3159.6114246192	761_9795_2
174	Spectrogram 1	1	9798.94471822979	9799.32336231871	597.749953998608	3176.13956313934	761_9795_3
175	Spectrogram 1	1	9829.8963303968	9830.17890636813	614.278092518741	3457.1179179816	761_9830_1
176	Spectrogram 1	1	9830.76456718191	9831.13941878435	531.637399918076	3324.89280982053	761_9830_2
177	Spectrogram 1	1	9831.61884896105	9832.00877012785	515.109261397944	3374.47722538093	761_9830_3
178	Spectrogram 1	1	9854.13369104807	9854.5052907071	630.806231038874	3324.89280982053	761_9850_1
179	Spectrogram 1	1	9855.01489192988	9855.40105407071	663.862508079139	3357.9490868608	761_9855_1
180	Spectrogram 1	1	9855.86871578688	9856.26599466763	680.390646599272	3192.66770165947	761_9855_2
181	Spectrogram 1	1	9870.59666904879	9870.97648942569	680.390646599272	3242.25211721987	761_9870_1
182	Spectrogram 1	1	9871.41858898493	9871.8001747449	663.862508079139	3275.30839426014	761_9870_2
183	Spectrogram 1	1	9872.42170918563	9872.80204668299	680.390646599272	3093.49887053867	761_9870_3
184	Spectrogram 1	1	9892.66489463745	9893.03726185266	647.334369559006	3143.08328609907	761_9890_1
185	Spectrogram 1	1	9893.52794663119	9893.88063952639	663.862508079139	2977.80190089774	761_9890_2
186	Spectrogram 1	1	9894.3779177195	9894.754510429	663.862508079139	3308.3646713004	761_9890_3
187	Spectrogram 1	1	9962.73418691237	9963.10317244389	614.278092518741	3424.06164094133	761_9960_1
188	Spectrogram 1	1	9963.58245157489	9963.96714948571	630.806231038874	3357.9490868608	761_9960_2
189	Spectrogram 1	1	9964.44011900796	9964.80422909128	630.806231038874	3291.83653278027	761_9960_3
190	Spectrogram 1	1	9965.38521803226	9965.80885793639	680.390646599272	3192.66770165947	761_9965_1
191	Spectrogram 1	1	9978.69492151805	9979.07584513788	597.749953998608	3357.9490868608	761_9975_1
192	Spectrogram 1	1	9979.56265897728	9979.9460987911	663.862508079139	3357.9490868608	761_9975_2
193	Spectrogram 1	1	9980.43138846638	9980.83470912603	663.862508079139	3110.02700905881	761_9980_1
194	Spectrogram 1	1	9996.05154320406	9996.5020498868	614.278092518741	3093.49887053867	761_9995_1
195	Spectrogram 1	1	9996.93057323296	9997.38621861597	548.165538438209	3374.47722538093	761_9995_2
196	Spectrogram 1	1	9997.83268571526	9998.27511177281	647.334369559006	3424.06164094133	761_9995_3
197	Spectrogram 1	1	10005.7299147925	10006.1943306325	647.334369559006	3605.87116466279	761_10005_1
198	Spectrogram 1	1	10006.5758312407	10007.0372997493	564.693676958342	3490.17419502186	761_10005_2
199	Spectrogram 1	1	10007.4942442028	10007.9380369436	713.446923639538	3424.06164094133	761_10005_3
200	Spectrogram 1	1	10018.2522204899	10018.7454996633	564.693676958342	3572.81488762253	761_10015_1
201	Spectrogram 1	1	10019.1364887847	10019.5696020143	614.278092518741	3391.00536390107	761_10015_2
202	Spectrogram 1	1	10020.0516159707	10020.5391074214	531.637399918076	3556.28674910239	761_10020_1
203	Spectrogram 1	1	10044.77205279	10045.2995812442	465.524845837545	3506.702333542	761_10040_1
204	Spectrogram 1	1	10045.6790870501	10046.0944235887	630.806231038874	3589.34302614266	761_10045_1
205	Spectrogram 1	1	10046.5758803416	10047.0031666351	597.749953998608	3490.17419502186	761_10045_2
206	Spectrogram 1	1	10055.2243247382	10055.6860691482	515.109261397944	3589.34302614266	761_10055_1
207	Spectrogram 1	1	10056.1219120932	10056.5930621755	696.918785119405	3324.89280982053	761_10055_2
208	Spectrogram 1	1	10063.5398931112	10063.9657454659	597.749953998608	3688.51185726346	761_10060_1
209	Spectrogram 1	1	10064.4394234296	10064.9997139754	647.334369559006	3539.75861058226	761_10060_2
210	Spectrogram 1	1	10065.3866966085	10065.8867879389	597.749953998608	3506.702333542	761_10065_1
211	Spectrogram 1	1	10083.1600267603	10083.6229959717	581.221815478475	3853.79324246479	761_10080_1
212	Spectrogram 1	1	10084.0414291673	10084.5393734206	597.749953998608	3671.98371874332	761_10080_2
213	Spectrogram 1	1	10095.9417329638	10096.3741112414	647.334369559006	2762.93610013602	761_10095_1
214	Spectrogram 1	1	10096.8323848155	10097.2680250542	564.693676958342	2316.67636009243	761_10095_2
215	Spectrogram 1	1	10115.880938718	10116.3522104539	515.109261397944	3110.02700905881	761_10115_1
216	Spectrogram 1	1	10116.8097475716	10117.2652200513	564.693676958342	2729.87982309575	761_10115_2
217	Spectrogram 1	1	10117.7638478753	10118.2493520994	581.221815478475	2812.52051569641	761_10115_3
218	Spectrogram 1	1	10145.320594289	10145.7893391979	515.109261397944	2729.87982309575	761_10145_1
219	Spectrogram 1	1	10146.2321996359	10146.6878450189	564.693676958342	3523.23047206213	761_10145_2
220	Spectrogram 1	1	10147.1622595186	10147.6506284896	581.221815478475	3407.5335024212	761_10145_3
221	Spectrogram 1	1	10166.8968871715	10167.35634138	581.221815478475	3473.64605650173	761_10165_1
222	Spectrogram 1	1	10167.8042555218	10168.2584007585	564.693676958342	3391.00536390107	761_10165_2
223	Spectrogram 1	1	10168.7157227052	10169.1451637292	581.221815478475	3060.44259349841	761_10165_3
224	Spectrogram 1	1	10183.7764545265	10184.2238357918	647.334369559006	3341.42094834067	761_10180_1
225	Spectrogram 1	1	10184.6835503365	10185.1887083794	630.806231038874	3043.91445497827	761_10180_2
226	Spectrogram 1	1	10185.63737521	10186.121332132	663.862508079139	3440.58977946146	761_10185_1
227	Spectrogram 1	1	10194.5000479567	10194.9614003644	696.918785119405	3407.5335024212	761_10190_1
228	Spectrogram 1	1	10195.4033847215	10195.7994409749	680.390646599272	3539.75861058226	761_10195_1
229	Spectrogram 1	1	10209.6451391812	10210.1619458451	647.334369559006	3407.5335024212	761_10205_1
230	Spectrogram 1	1	10210.5641690736	10211.021245006	663.862508079139	3407.5335024212	761_10210_1
231	Spectrogram 1	1	10211.4827837621	10211.9696365076	630.806231038874	3341.42094834067	761_10210_2
232	Spectrogram 1	1	10227.9713872195	10228.4931139372	630.806231038874	2746.40796161588	761_10225_1
233	Spectrogram 1	1	10228.8943721456	10229.2908243534	614.278092518741	3242.25211721987	761_10225_2
234	Spectrogram 1	1	10229.7961795196	10230.2771016996	663.862508079139	3523.23047206213	761_10225_3
235	Spectrogram 1	1	10277.1588443697	10277.4706895406	663.862508079139	3407.5335024212	761_10275_1
236	Spectrogram 1	1	10278.0671572554	10278.3217176075	614.278092518741	3473.64605650173	761_10275_2
237	Spectrogram 1	1	10278.9802674228	10279.2992651753	663.862508079139	3638.92744170306	761_10275_3
238	Spectrogram 1	1	10301.0793927594	10301.4304243983	564.693676958342	3374.47722538093	761_10300_1
239	Spectrogram 1	1	10301.965210376	10302.3583663986	696.918785119405	3357.9490868608	761_10300_2
240	Spectrogram 1	1	10302.907931952	10303.2184223195	630.806231038874	3357.9490868608	761_10300_3
241	Spectrogram 1	1	10338.2918027865	10338.7585111393	663.862508079139	3655.45558022319	761_10335_1
242	Spectrogram 1	1	10339.1594919391	10339.6288381954	581.221815478475	3572.81488762253	761_10335_2
243	Spectrogram 1	1	10348.6389351591	10349.0065399049	663.862508079139	3424.06164094133	761_10345_1
244	Spectrogram 1	1	10349.5459968632	10349.9304886011	763.031339199937	3357.9490868608	761_10345_2
245	Spectrogram 1	1	10365.2280348823	10365.6843168688	630.806231038874	3671.98371874332	761_10365_1
246	Spectrogram 1	1	10366.1362736918	10366.6420057376	696.918785119405	3655.45558022319	761_10365_2
247	Spectrogram 1	1	10375.2722262146	10375.7641716306	531.637399918076	3589.34302614266	761_10375_1
248	Spectrogram 1	1	10376.1947199444	10376.6738441674	680.390646599272	3440.58977946146	761_10375_2
249	Spectrogram 1	1	10387.1260840528	10387.5875355376	597.749953998608	3374.47722538093	761_10385_1
250	Spectrogram 1	1	10388.0297632738	10388.509840942	548.165538438209	3424.06164094133	761_10385_2
251	Spectrogram 1	1	10430.8321698443	10431.2801843052	498.58112287781	3622.39930318293	761_10430_1
252	Spectrogram 1	1	10431.7252624576	10432.186043909	597.749953998608	3787.68068838425	761_10430_2
253	Spectrogram 1	1	10432.6463986647	10433.1110075416	564.693676958342	3589.34302614266	761_10430_3
254	Spectrogram 1	1	10442.279697744	10442.7461757236	548.165538438209	3688.51185726346	761_10440_1
255	Spectrogram 1	1	10443.1850342252	10443.7073875684	614.278092518741	3473.64605650173	761_10440_2
256	Spectrogram 1	1	10524.0606075392	10524.4423451319	515.109261397944	2118.33869785083	761_10520_1
257	Spectrogram 1	1	10539.3589589299	10539.6894280155	647.334369559006	2614.18285345482	761_10535_1
258	Spectrogram 1	1	10549.4627728758	10549.8052145492	630.806231038874	2250.5638060119	761_10545_1
259	Spectrogram 1	1	10550.6200369502	10550.9539182938	581.221815478475	2333.20449861256	761_10550_1
260	Spectrogram 1	1	10552.282067744	10552.5559819633	548.165538438209	2200.9793904515	761_10550_2
261	Spectrogram 1	1	10553.4000770712	10553.6163713044	465.524845837545	2234.03566749176	761_10550_3
262	Spectrogram 1	1	14758.1528396683	14758.2343112876	713.446923639538	2795.99237717628	761_14755_1
263	Spectrogram 1	1	14765.9179548103	14766.1449767746	581.221815478475	2382.78891417296	761_14765_1
264	Spectrogram 1	1	14782.3059727528	14782.5952494701	482.052984357678	2515.01402233402	761_14780_1
265	Spectrogram 1	1	16232.7698161046	16232.9355829788	267.18718359595	1506.79757260592	761_16230_1
266	Spectrogram 1	1	16233.780104927	16234.6720755908	217.602768035552	2267.09194453203	761_16230_2
267	Spectrogram 1	1	16242.3032328482	16242.5036835589	250.659045075817	2002.6417282099	761_16240_1
268	Spectrogram 1	1	16243.4509771573	16244.2411307511	333.299737676482	2118.33869785083	761_16240_2
269	Spectrogram 1	1	16257.3516145913	16257.5428292689	234.130906555684	1473.74129556565	761_16255_1
270	Spectrogram 1	1	16258.4391470366	16259.201497226	201.074629515419	1903.47289708911	761_16255_2
271	Spectrogram 1	1	16266.8940736193	16267.0647179162	349.827876196615	1622.49454224685	761_16265_1
272	Spectrogram 1	1	16267.9861442221	16268.8738743239	217.602768035552	2316.67636009243	761_16265_2
273	Spectrogram 1	1	16297.5427458682	16298.3464919512	267.18718359595	1969.58545116964	761_16295_1
